Id,Player,Said,To,In response to,Created at
180430,Player #34904,tets,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-07-21 11:38:03 UTC
180429,Player #34904,test,ubc air quality sensor,What are indicators of poor air quality?,2021-07-21 11:38:00 UTC
180428,Player #34904,High,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-07-21 11:37:57 UTC
180427,Player #34904,Hello AQS #4,ubc air quality sensor,,2021-07-21 11:37:50 UTC
180426,Player #34903,test,ubc air quality sensor,How do you think smartphones will affect family relationships in the future?,2021-07-21 11:34:18 UTC
180425,Player #34903,tets,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-07-21 11:33:53 UTC
180424,Player #34903,test,ubc air quality sensor,Is there a particular season when you notice air quality becoming worse?,2021-07-21 11:33:46 UTC
180423,Player #34903,test,ubc air quality sensor,"In your opinion, what are the biggest sources of air pollution on UBC's campus? ",2021-07-21 11:33:41 UTC
180422,Player #34903,test,ubc air quality sensor,How can we improve air quality around UBC?,2021-07-21 11:33:37 UTC
180421,Player #34903,Hello AQS #3,ubc air quality sensor,,2021-07-21 11:33:33 UTC
180383,Player #34897,test,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-07-21 11:04:15 UTC
180382,Player #34897,Hello AQS #1,ubc air quality sensor,,2021-07-21 11:04:05 UTC
180377,Player #34893,test,ubc air quality sensor,How long does it take you to get ready in the morning?,2021-07-21 10:57:35 UTC
180375,Player #34893,tets,ubc air quality sensor,What do you think RAMP stands for?,2021-07-21 10:57:30 UTC
180374,Player #34893,Hello AQS #1,ubc air quality sensor,,2021-07-21 10:57:23 UTC
180288,Player #34875,Hello AQS #1,ubc air quality sensor,,2021-07-21 06:39:18 UTC
180263,,Hello AQS #1,ubc air quality sensor,,2021-07-20 20:32:58 UTC
180202,Player #34860,test,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-07-20 15:40:18 UTC
180201,Player #34860,Hello AQS #4,ubc air quality sensor,,2021-07-20 15:40:11 UTC
180200,Player #34859,Hello AQS #6,ubc air quality sensor,,2021-07-20 15:32:25 UTC
180199,Player #34859,Hello AQS #3,ubc air quality sensor,,2021-07-20 15:29:06 UTC
180198,Player #34858,Hello AQS #2,ubc air quality sensor,,2021-07-20 15:27:23 UTC
180197,Player #34857,Hello AQS #1,ubc air quality sensor,,2021-07-20 15:19:09 UTC
180194,Player #34855,test,ubc air quality sensor,Are you an introvert or an extrovert?,2021-07-20 14:51:44 UTC
180193,Player #34855,test,ubc air quality sensor,"If money was no object, what would you do all day?",2021-07-20 14:51:39 UTC
180192,Player #34855,test,ubc air quality sensor,"Before talking to me, what was the last thing you used your phone for?",2021-07-20 14:51:34 UTC
180191,Player #34855,test,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-07-20 14:51:24 UTC
180190,Player #34855,Hello Air Quality,ubc air quality sensor,,2021-07-20 14:50:51 UTC
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
